transaction_id,account_id,transaction_date,transaction_type,transaction_amount,transaction_direction,transaction_status,channel,merchant_category,amount_issue,transaction_month,transaction_year
TXN72303,ACC22928,2025-08-27 07:59:00,UPI,5450.32,Debit,Successful,ATM,Groceries,Valid,August,2025
TXN72304,ACC22366,2025-03-05 20:01:00,Cash Deposit,4993.66,Debit,Successful,POS,Groceries,Valid,March,2025
TXN72305,ACC25866,2025-03-21 18:05:00,POS,381.85,Credit,Successful,Internet Banking,Fuel,Valid,March,2025
TXN72306,ACC24681,2025-11-09 09:12:00,POS,3056.31,Credit,Successful,Mobile App,Entertainment,Valid,November,2025
TXN72307,ACC25417,2025-05-27 00:53:00,POS,980.42,Debit,Successful,Mobile App,Dining,Valid,May,2025
TXN72308,ACC21750,2025-03-17 19:28:00,ATM,12363.11,Credit,Successful,POS,Fuel,Valid,March,2025
TXN72309,ACC21887,2025-01-13 04:34:00,NEFT,122.47,Credit,Successful,Branch,Shopping,Valid,January,2025
TXN72310,ACC23747,2025-05-19 20:20:00,NEFT,1160.32,Debit,Pending,Branch,Travel,Valid,May,2025
TXN72311,ACC22719,2025-02-03 11:45:00,Bill Payment,195.26,Debit,Reversed,POS,Utilities,Valid,February,2025
TXN72312,ACC24184,2025-07-09 05:17:00,UPI,9978.46,Debit,Successful,Mobile App,Education,Valid,July,2025
TXN72313,ACC22817,2025-02-06 13:29:00,Cash Deposit,1299.22,Debit,Successful,Mobile App,Groceries,Valid,February,2025
TXN72314,ACC23663,2025-03-06 04:41:00,UPI,964.99,Debit,Successful,ATM,Healthcare,Valid,March,2025
TXN72315,ACC22467,2025-12-22 19:15:00,Cash Withdrawal,657.31,Debit,Successful,Branch,Education,Valid,December,2025
TXN72316,ACC21471,2025-06-25 10:53:00,Cash Deposit,1483.62,Debit,Successful,Internet Banking,Utilities,Valid,June,2025
TXN72317,ACC25105,2025-09-13 13:40:00,Cash Deposit,6273.57,Debit,Successful,Mobile App,Other,Valid,September,2025
TXN72318,ACC23883,2025-08-10 21:45:00,UPI,2710.84,Credit,Successful,ATM,Entertainment,Valid,August,2025
TXN72319,ACC24600,2025-07-20 09:04:00,UPI,6373.06,Debit,Successful,POS,Other,Valid,July,2025
TXN72320,ACC22990,2025-07-05 00:21:00,IMPS,1049.23,Credit,Successful,Mobile App,Healthcare,Valid,July,2025
TXN72321,ACC24522,2025-07-01 19:12:00,UPI,2380.71,Debit,Reversed,Mobile App,Education,Valid,July,2025
TXN72322,ACC20727,2025-08-27 22:35:00,POS,847.71,Debit,Successful,Internet Banking,Utilities,Valid,August,2025
TXN72323,ACC23171,2025-10-09 06:18:00,ATM,1259.35,Debit,Successful,Internet Banking,Shopping,Valid,October,2025
TXN72324,ACC23730,2025-05-17 13:53:00,Cash Deposit,262.51,Debit,Successful,Internet Banking,Utilities,Valid,May,2025
TXN72325,ACC22015,2025-08-26 01:06:00,POS,3486.27,Debit,Successful,Mobile App,Utilities,Valid,August,2025
TXN72326,ACC24808,2025-07-27 22:59:00,POS,726.4,Debit,Successful,POS,Healthcare,Valid,July,2025
TXN72327,ACC25923,2025-07-03 14:29:00,ATM,1964.1,Debit,Successful,ATM,Groceries,Valid,July,2025
TXN72328,ACC25452,2025-11-22 15:57:00,Cash Deposit,3243.29,Credit,Successful,POS,Entertainment,Valid,November,2025
TXN72329,ACC22008,2025-02-04 00:56:00,ATM,934.32,Debit,Successful,ATM,Entertainment,Valid,February,2025
TXN72330,ACC23033,2025-07-06 07:34:00,Cash Withdrawal,1761.1,Debit,Successful,Internet Banking,Fuel,Valid,July,2025
TXN72331,ACC20429,2025-11-25 07:20:00,UPI,1678.12,Debit,Successful,Mobile App,Utilities,Valid,November,2025
TXN72332,ACC21186,2025-09-22 07:44:00,POS,776.98,Debit,Successful,Internet Banking,Healthcare,Valid,September,2025
TXN72333,ACC22294,2025-11-09 22:11:00,ATM,6021.03,Credit,Successful,Internet Banking,Travel,Valid,November,2025
TXN72334,ACC21501,2025-06-26 16:45:00,ATM,2570.96,Debit,Successful,Mobile App,Healthcare,Valid,June,2025
TXN72335,ACC20111,2025-12-18 17:19:00,POS,631.51,Debit,Pending,POS,Shopping,Valid,December,2025
TXN72336,ACC22761,2025-04-30 01:03:00,POS,495.92,Credit,Successful,POS,Healthcare,Valid,April,2025
TXN72337,ACC25689,2025-06-22 02:01:00,POS,300.99,Credit,Successful,ATM,Other,Valid,June,2025
TXN72338,ACC21457,2025-05-16 03:38:00,POS,8129.0,Credit,Successful,Mobile App,Utilities,Valid,May,2025
TXN72339,ACC25668,2025-08-26 12:40:00,POS,128.0,Debit,Successful,Internet Banking,Shopping,Valid,August,2025
TXN72340,ACC25963,2025-02-26 07:04:00,UPI,448.75,Debit,Failed,ATM,Groceries,Valid,February,2025
TXN72341,ACC25916,2025-03-27 12:06:00,Cash Withdrawal,496.81,Debit,Successful,ATM,Healthcare,Valid,March,2025
TXN72342,ACC21486,2025-11-17 23:53:00,UPI,494.81,Debit,Successful,Mobile App,Fuel,Valid,November,2025
TXN72343,ACC21077,2025-05-29 17:12:00,POS,1787.34,Debit,Successful,Internet Banking,Entertainment,Valid,May,2025
TXN72344,ACC24370,2025-12-24 12:39:00,NEFT,237.01,Debit,Successful,Mobile App,Utilities,Valid,December,2025
TXN72345,ACC20035,2025-06-07 11:36:00,Bill Payment,914.06,Debit,Successful,Mobile App,Dining,Valid,June,2025
TXN72346,ACC23720,2025-05-11 16:19:00,UPI,884.45,Debit,Successful,POS,Entertainment,Valid,May,2025
TXN72347,ACC25080,2025-09-06 15:15:00,ATM,1084.59,Debit,Successful,POS,Groceries,Valid,September,2025
TXN72348,ACC20162,2025-01-30 16:25:00,NEFT,12678.95,Debit,Successful,Mobile App,Shopping,Valid,January,2025
TXN72349,ACC20978,2025-12-05 19:36:00,UPI,201.5,Credit,Successful,POS,Groceries,Valid,December,2025
TXN72350,ACC23410,2025-01-16 00:32:00,ATM,3116.01,Debit,Failed,Mobile App,Healthcare,Valid,January,2025
TXN72351,ACC21794,2025-10-18 05:51:00,Bill Payment,852.67,Credit,Successful,Mobile App,Entertainment,Valid,October,2025
TXN72352,ACC20461,2025-03-05 09:28:00,POS,1724.34,Debit,Pending,Internet Banking,Travel,Valid,March,2025
TXN72353,ACC23780,2025-05-21 19:05:00,POS,486.41,Debit,Successful,POS,Entertainment,Valid,May,2025
TXN72354,ACC20828,2025-07-04 13:25:00,POS,1105.47,Credit,Successful,Mobile App,Travel,Valid,July,2025
TXN72355,ACC23004,2025-11-25 21:07:00,IMPS,9598.75,Credit,Successful,POS,Education,Valid,November,2025
TXN72356,ACC21910,2025-04-23 20:12:00,UPI,2906.72,Debit,Successful,Mobile App,Shopping,Valid,April,2025
TXN72357,ACC23079,2025-09-03 15:40:00,Cash Withdrawal,528.19,Debit,Successful,Mobile App,Shopping,Valid,September,2025
TXN72358,ACC21698,2025-05-16 16:55:00,POS,2421.39,Credit,Successful,POS,Entertainment,Valid,May,2025
TXN72359,ACC23479,2025-10-30 00:42:00,UPI,2941.81,Credit,Successful,Mobile App,Other,Valid,October,2025
TXN72360,ACC22454,2025-02-07 05:22:00,POS,2102.13,Credit,Successful,Mobile App,Healthcare,Valid,February,2025
TXN72361,ACC22925,2025-05-12 06:37:00,Cash Withdrawal,1074.5,Debit,Successful,Mobile App,Education,Valid,May,2025
TXN72362,ACC24609,2025-11-16 18:17:00,POS,9731.65,Credit,Successful,Mobile App,Groceries,Valid,November,2025
TXN72363,ACC20316,2025-11-17 16:38:00,POS,3723.92,Credit,Successful,ATM,Shopping,Valid,November,2025
TXN72364,ACC20627,2025-07-13 10:15:00,Bill Payment,1039.33,Debit,Successful,Branch,Entertainment,Valid,July,2025
TXN72365,ACC22121,2025-08-09 05:04:00,Cash Deposit,2448.71,Debit,Successful,POS,Entertainment,Valid,August,2025
TXN72366,ACC23080,2025-07-25 23:44:00,UPI,5764.31,Debit,Successful,Mobile App,Fuel,Valid,July,2025
TXN72367,ACC24570,2025-04-30 01:01:00,ATM,3350.7,Debit,Successful,ATM,Fuel,Valid,April,2025
TXN72368,ACC25652,2025-11-04 13:50:00,UPI,7832.94,Debit,Successful,Branch,Fuel,Valid,November,2025
TXN72369,ACC20695,2025-05-10 23:41:00,IMPS,4138.89,Debit,Successful,POS,Groceries,Valid,May,2025
TXN72370,ACC23152,2025-09-30 13:37:00,ATM,6383.58,Debit,Successful,ATM,Other,Valid,September,2025
TXN72371,ACC22315,2025-05-04 18:24:00,POS,1306.15,Debit,Successful,Mobile App,Travel,Valid,May,2025
TXN72372,ACC20404,2025-03-13 05:09:00,ATM,649.66,Credit,Successful,Branch,Travel,Valid,March,2025
TXN72373,ACC21425,2025-01-09 12:41:00,UPI,3721.06,Credit,Successful,POS,Entertainment,Valid,January,2025
TXN72374,ACC23510,2025-02-07 03:59:00,UPI,5241.69,Debit,Successful,POS,Travel,Valid,February,2025
TXN72375,ACC21579,2025-02-20 05:30:00,POS,1750.57,Debit,Successful,Mobile App,Groceries,Valid,February,2025
TXN72376,ACC21682,2025-05-29 17:11:00,UPI,7331.32,Debit,Successful,Mobile App,Travel,Valid,May,2025
TXN72377,ACC20800,2025-04-14 09:30:00,ATM,19484.86,Debit,Successful,ATM,Utilities,Valid,April,2025
TXN72378,ACC21986,2025-12-25 21:56:00,Cash Withdrawal,12571.53,Credit,Successful,POS,Healthcare,Valid,December,2025
TXN72379,ACC23574,2025-04-29 05:39:00,NEFT,9547.3,Credit,Successful,ATM,Dining,Valid,April,2025
TXN72380,ACC23686,2025-02-11 18:34:00,UPI,1516.6,Credit,Successful,POS,Fuel,Valid,February,2025
TXN72381,ACC25545,2025-06-23 04:00:00,POS,2835.99,Credit,Successful,Internet Banking,Shopping,Valid,June,2025
TXN72382,ACC20260,2025-10-07 22:49:00,UPI,1301.48,Debit,Successful,ATM,Groceries,Valid,October,2025
TXN72383,ACC21982,2025-09-09 05:00:00,POS,275.86,Credit,Successful,Mobile App,Healthcare,Valid,September,2025
TXN72384,ACC24788,2025-07-07 08:23:00,Cash Withdrawal,24199.2,Credit,Reversed,Internet Banking,Dining,Valid,July,2025
TXN72385,ACC23500,2025-08-17 10:40:00,UPI,1679.96,Debit,Successful,ATM,Education,Valid,August,2025
TXN72386,ACC23092,2025-04-05 06:45:00,UPI,4013.88,Debit,Successful,ATM,Education,Valid,April,2025
TXN72387,ACC22656,2025-04-14 09:56:00,POS,2371.61,Debit,Successful,Internet Banking,Utilities,Valid,April,2025
TXN72388,ACC24162,2025-09-14 13:07:00,ATM,1792.45,Credit,Successful,ATM,Education,Valid,September,2025
TXN72389,ACC22073,2025-06-17 22:41:00,Bill Payment,6542.58,Debit,Successful,POS,Shopping,Valid,June,2025
TXN72390,ACC23228,2025-03-24 16:35:00,POS,3363.63,Credit,Successful,Internet Banking,Travel,Valid,March,2025
TXN72391,ACC25477,2025-02-11 19:13:00,ATM,1363.6,Credit,Successful,ATM,Dining,Valid,February,2025
TXN72392,ACC20294,2025-03-12 14:15:00,ATM,492.96,Credit,Failed,ATM,Dining,Valid,March,2025
TXN72393,ACC20468,2025-04-26 03:10:00,POS,354.78,Credit,Successful,Mobile App,Other,Valid,April,2025
TXN72394,ACC23513,2025-08-01 12:37:00,UPI,394.66,Debit,Successful,Mobile App,Fuel,Valid,August,2025
TXN72395,ACC23892,2025-02-02 18:18:00,Cash Deposit,267.88,Credit,Successful,POS,Groceries,Valid,February,2025
TXN72396,ACC23172,2025-06-11 01:28:00,POS,512.54,Debit,Successful,ATM,Groceries,Valid,June,2025
TXN72397,ACC25930,2025-12-15 02:26:00,UPI,1367.45,Credit,Successful,ATM,Entertainment,Valid,December,2025
TXN72398,ACC21385,2025-06-02 17:50:00,UPI,678.37,Debit,Successful,Mobile App,Groceries,Valid,June,2025
TXN72399,ACC23012,2025-12-18 07:50:00,NEFT,2473.27,Debit,Successful,Mobile App,Travel,Valid,December,2025
TXN72400,ACC21121,2025-09-07 10:59:00,IMPS,396.53,Debit,Successful,ATM,Shopping,Valid,September,2025
TXN72401,ACC24572,2025-01-29 19:59:00,Cash Withdrawal,7112.34,Debit,Successful,ATM,Travel,Valid,January,2025
TXN72402,ACC20210,2025-08-04 14:45:00,IMPS,8247.4,Debit,Successful,Branch,Utilities,Valid,August,2025
TXN72403,ACC24338,2025-10-07 10:00:00,ATM,3507.94,Debit,Successful,Mobile App,Fuel,Valid,October,2025
TXN72404,ACC21373,2025-11-19 06:33:00,NEFT,772.24,Credit,Successful,Internet Banking,Entertainment,Valid,November,2025
TXN72405,ACC20029,2025-11-17 20:32:00,Cash Deposit,3975.98,Debit,Successful,Mobile App,Utilities,Valid,November,2025
TXN72406,ACC20358,2025-11-25 11:15:00,UPI,1067.51,Debit,Successful,Branch,Shopping,Valid,November,2025
TXN72407,ACC20751,2025-08-19 21:57:00,UPI,882.06,Credit,Successful,ATM,Utilities,Valid,August,2025
TXN72408,ACC21785,2025-11-26 22:58:00,IMPS,426.88,Credit,Successful,Mobile App,Healthcare,Valid,November,2025
TXN72409,ACC22724,2025-02-07 00:25:00,ATM,1892.95,Debit,Successful,Mobile App,Healthcare,Valid,February,2025
TXN72410,ACC22479,2025-06-05 15:50:00,UPI,17283.72,Debit,Successful,Internet Banking,Shopping,Valid,June,2025
TXN72411,ACC20388,2025-09-10 21:28:00,POS,1479.83,Credit,Successful,Mobile App,Education,Valid,September,2025
TXN72412,ACC21182,2025-04-07 03:37:00,UPI,4480.94,Debit,Successful,Mobile App,Healthcare,Valid,April,2025
TXN72413,ACC20239,2025-10-28 23:10:00,POS,2418.0,Credit,Successful,Internet Banking,Utilities,Valid,October,2025
TXN72414,ACC20062,2025-03-05 07:56:00,ATM,3535.79,Debit,Successful,Internet Banking,Dining,Valid,March,2025
TXN72415,ACC25644,2025-02-24 12:49:00,UPI,1466.43,Debit,Successful,Mobile App,Groceries,Valid,February,2025
TXN72416,ACC25866,2025-07-04 03:21:00,IMPS,765.76,Debit,Successful,Internet Banking,Dining,Valid,July,2025
TXN72417,ACC24870,2025-04-08 10:14:00,UPI,851.23,Debit,Successful,ATM,Entertainment,Valid,April,2025
TXN72418,ACC21112,2025-12-13 14:10:00,Cash Withdrawal,1369.16,Credit,Successful,ATM,Entertainment,Valid,December,2025
TXN72419,ACC25642,2025-04-11 01:31:00,POS,6036.61,Credit,Successful,Branch,Education,Valid,April,2025
TXN72420,ACC24250,2025-01-23 09:58:00,UPI,4295.92,Debit,Reversed,Mobile App,Other,Valid,January,2025
TXN72422,ACC22087,2025-10-29 06:49:00,ATM,5718.77,Credit,Successful,Mobile App,Groceries,Valid,October,2025
TXN72423,ACC25375,2025-04-17 22:09:00,UPI,339.66,Debit,Successful,Internet Banking,Shopping,Valid,April,2025
TXN72424,ACC21456,2025-02-28 13:41:00,IMPS,679.23,Credit,Pending,Branch,Education,Valid,February,2025
TXN72425,ACC20010,2025-06-07 10:56:00,UPI,1802.63,Debit,Successful,POS,Groceries,Valid,June,2025
TXN72426,ACC23572,2025-05-28 10:10:00,ATM,5709.54,Credit,Failed,Internet Banking,Travel,Valid,May,2025
TXN72427,ACC22218,2025-10-26 18:41:00,UPI,4243.24,Debit,Successful,ATM,Fuel,Valid,October,2025
TXN72428,ACC23629,2025-03-03 13:01:00,IMPS,190.52,Debit,Successful,POS,Healthcare,Valid,March,2025
TXN72429,ACC25648,2025-10-19 15:54:00,Cash Withdrawal,378.27,Debit,Successful,ATM,Entertainment,Valid,October,2025
TXN72430,ACC20402,2025-08-19 10:28:00,IMPS,676.88,Debit,Successful,Mobile App,Groceries,Valid,August,2025
TXN72431,ACC25751,2025-11-04 14:30:00,UPI,1197.37,Debit,Successful,Mobile App,Entertainment,Valid,November,2025
TXN72432,ACC25781,2025-04-04 03:51:00,POS,1217.0,Credit,Successful,POS,Shopping,Valid,April,2025
TXN72433,ACC21625,2025-02-22 12:07:00,IMPS,10402.05,Debit,Successful,Internet Banking,Education,Valid,February,2025
TXN72434,ACC23276,2025-11-14 21:58:00,POS,875.22,Debit,Successful,ATM,Utilities,Valid,November,2025
TXN72435,ACC24839,2025-06-22 03:02:00,UPI,3443.09,Credit,Successful,Mobile App,Other,Valid,June,2025
TXN72436,ACC20493,2025-09-05 17:48:00,ATM,801.92,Debit,Successful,Internet Banking,Dining,Valid,September,2025
TXN72437,ACC25639,2025-05-18 09:35:00,Cash Deposit,812.83,Credit,Successful,Mobile App,Travel,Valid,May,2025
TXN72438,ACC22527,2025-02-26 03:00:00,POS,2439.74,Debit,Successful,Internet Banking,Education,Valid,February,2025
TXN72439,ACC21080,2025-04-27 01:12:00,NEFT,2213.78,Credit,Successful,ATM,Other,Valid,April,2025
TXN72440,ACC22499,2025-08-17 06:57:00,NEFT,1476.76,Debit,Successful,Mobile App,Fuel,Valid,August,2025
TXN72441,ACC20914,2025-06-08 02:06:00,POS,498.8,Credit,Pending,POS,Healthcare,Valid,June,2025
TXN72442,ACC21367,2025-09-18 19:52:00,IMPS,1530.77,Credit,Successful,Mobile App,Education,Valid,September,2025
TXN72443,ACC22751,2025-11-16 12:12:00,Bill Payment,1781.82,Debit,Successful,Internet Banking,Dining,Valid,November,2025
TXN72444,ACC24315,2025-03-14 12:11:00,ATM,7490.05,Credit,Successful,Branch,Entertainment,Valid,March,2025
TXN72445,ACC21576,2025-02-14 00:23:00,Bill Payment,1023.42,Credit,Successful,Mobile App,Utilities,Valid,February,2025
TXN72446,ACC23991,2025-01-06 19:56:00,Bill Payment,5162.98,Debit,Successful,Internet Banking,Utilities,Valid,January,2025
TXN72447,ACC23005,2025-08-30 14:05:00,UPI,1850.2,Debit,Successful,Internet Banking,Healthcare,Valid,August,2025
TXN72448,ACC21871,2025-09-12 11:41:00,POS,4677.23,Debit,Successful,Mobile App,Travel,Valid,September,2025
TXN72449,ACC23949,2025-10-13 16:55:00,ATM,9620.43,Debit,Successful,Internet Banking,Dining,Valid,October,2025
TXN72450,ACC21491,2025-01-07 02:55:00,Bill Payment,3026.96,Debit,Successful,Internet Banking,Healthcare,Valid,January,2025
TXN72451,ACC20703,2025-11-08 22:03:00,POS,1601.86,Debit,Failed,Mobile App,Entertainment,Valid,November,2025
TXN72452,ACC20213,2025-12-27 00:21:00,Cash Withdrawal,3792.96,Credit,Successful,Internet Banking,Entertainment,Valid,December,2025
TXN72453,ACC22312,2025-07-15 11:57:00,UPI,2123.61,Debit,Successful,Internet Banking,Entertainment,Valid,July,2025
TXN72454,ACC24185,2025-01-07 12:47:00,UPI,820.09,Debit,Successful,ATM,Utilities,Valid,January,2025
TXN72455,ACC23241,2025-11-15 17:10:00,Bill Payment,1081.05,Debit,Successful,Internet Banking,Utilities,Valid,November,2025
TXN72456,ACC23165,2025-02-20 07:57:00,ATM,1280.78,Debit,Successful,POS,Groceries,Valid,February,2025
TXN72457,ACC23164,2025-03-21 09:42:00,Cash Deposit,374.77,Credit,Successful,POS,Entertainment,Valid,March,2025
TXN72458,ACC25377,2025-07-14 05:51:00,UPI,2211.01,Debit,Successful,POS,Groceries,Valid,July,2025
TXN72459,ACC25117,2025-03-15 11:19:00,Cash Deposit,3589.25,Debit,Successful,Mobile App,Utilities,Valid,March,2025
TXN72460,ACC21774,2025-12-16 03:28:00,Cash Deposit,2825.42,Debit,Pending,POS,Healthcare,Valid,December,2025
TXN72461,ACC20281,2025-08-17 19:30:00,UPI,890.53,Credit,Successful,Mobile App,Fuel,Valid,August,2025
TXN72462,ACC25309,2025-03-20 07:04:00,POS,11087.47,Credit,Successful,POS,Utilities,Valid,March,2025
TXN72463,ACC20545,2025-10-12 22:34:00,NEFT,1864.11,Debit,Successful,Internet Banking,Groceries,Valid,October,2025
TXN72464,ACC20743,2025-02-16 00:55:00,UPI,2482.86,Debit,Successful,Mobile App,Entertainment,Valid,February,2025
TXN72465,ACC23742,2025-06-28 15:47:00,POS,705.03,Debit,Successful,POS,Shopping,Valid,June,2025
TXN72466,ACC23904,2025-11-19 08:17:00,NEFT,3849.62,Debit,Reversed,POS,Utilities,Valid,November,2025
TXN72467,ACC22599,2025-01-22 13:58:00,POS,12850.92,Debit,Successful,POS,Healthcare,Valid,January,2025
TXN72468,ACC21925,2025-10-04 09:02:00,ATM,893.12,Credit,Successful,Mobile App,Entertainment,Valid,October,2025
TXN72469,ACC25546,2025-07-14 07:09:00,UPI,838.31,Credit,Successful,Mobile App,Groceries,Valid,July,2025
TXN72470,ACC22498,2025-07-28 07:21:00,ATM,2558.81,Debit,Successful,Mobile App,Utilities,Valid,July,2025
TXN72471,ACC24002,2025-01-31 04:46:00,POS,2682.93,Debit,Successful,Internet Banking,Dining,Valid,January,2025
TXN72472,ACC21219,2025-11-21 23:02:00,ATM,2026.76,Credit,Successful,Branch,Education,Valid,November,2025
TXN72473,ACC20349,2025-05-08 16:00:00,NEFT,1070.76,Debit,Reversed,Mobile App,Groceries,Valid,May,2025
TXN72474,ACC25381,2025-02-06 23:13:00,NEFT,4465.22,Debit,Successful,Internet Banking,Shopping,Valid,February,2025
TXN72475,ACC25526,2025-01-08 04:08:00,IMPS,1846.89,Debit,Failed,Branch,Groceries,Valid,January,2025
TXN72476,ACC22875,2025-09-11 05:11:00,POS,3072.67,Credit,Pending,Mobile App,Travel,Valid,September,2025
TXN72477,ACC23880,2025-12-29 21:46:00,Bill Payment,1450.72,Credit,Successful,Branch,Shopping,Valid,December,2025
TXN72478,ACC24414,2025-01-19 09:00:00,Cash Withdrawal,276.09,Debit,Reversed,ATM,Travel,Valid,January,2025
TXN72479,ACC22889,2025-10-25 20:48:00,POS,5296.26,Credit,Successful,Mobile App,Utilities,Valid,October,2025
TXN72480,ACC22019,2025-09-06 18:02:00,UPI,265.44,Credit,Successful,POS,Shopping,Valid,September,2025
TXN72481,ACC23051,2025-09-06 20:00:00,ATM,1393.22,Debit,Successful,Mobile App,Healthcare,Valid,September,2025
TXN72482,ACC21961,2025-11-25 01:41:00,Bill Payment,5613.88,Debit,Successful,Mobile App,Travel,Valid,November,2025
TXN72483,ACC20223,2025-06-16 13:29:00,NEFT,3581.62,Debit,Successful,Internet Banking,Entertainment,Valid,June,2025
TXN72484,ACC23448,2025-06-29 00:32:00,IMPS,509.59,Credit,Successful,POS,Groceries,Valid,June,2025
TXN72485,ACC20973,2025-08-31 12:02:00,NEFT,1513.72,Debit,Successful,Internet Banking,Education,Valid,August,2025
TXN72486,ACC23061,2025-07-27 10:14:00,POS,8037.5,Debit,Successful,Internet Banking,Education,Valid,July,2025
TXN72487,ACC22093,2025-08-18 23:53:00,UPI,1060.67,Credit,Successful,POS,Utilities,Valid,August,2025
TXN72488,ACC21503,2025-10-10 17:07:00,UPI,974.25,Credit,Successful,POS,Education,Valid,October,2025
TXN72489,ACC22757,2025-09-22 08:30:00,UPI,7432.44,Debit,Successful,POS,Entertainment,Valid,September,2025
TXN72490,ACC24780,2025-09-22 12:50:00,ATM,12759.27,Debit,Successful,Internet Banking,Groceries,Valid,September,2025
TXN72491,ACC24166,2025-08-31 09:45:00,POS,1338.02,Credit,Pending,Internet Banking,Fuel,Valid,August,2025
TXN72492,ACC21898,2025-02-21 12:37:00,UPI,1345.13,Credit,Successful,Mobile App,Dining,Valid,February,2025
TXN72493,ACC20779,2025-05-16 00:49:00,NEFT,2107.54,Debit,Successful,ATM,Groceries,Valid,May,2025
TXN72494,ACC23493,2025-10-26 03:57:00,UPI,3280.4,Debit,Successful,Mobile App,Utilities,Valid,October,2025
TXN72495,ACC20730,2025-09-19 00:47:00,Cash Withdrawal,1722.91,Credit,Successful,POS,Entertainment,Valid,September,2025
TXN72496,ACC25308,2025-03-16 04:03:00,NEFT,2227.37,Credit,Successful,ATM,Healthcare,Valid,March,2025
TXN72497,ACC20260,2025-04-13 05:23:00,Bill Payment,12201.28,Debit,Successful,ATM,Other,Valid,April,2025
TXN72498,ACC20020,2025-09-15 18:43:00,UPI,1455.76,Debit,Successful,POS,Entertainment,Valid,September,2025
TXN72499,ACC20986,2025-12-07 22:31:00,UPI,3827.55,Debit,Failed,POS,Entertainment,Valid,December,2025
TXN72500,ACC22317,2025-11-29 14:34:00,ATM,8264.97,Debit,Reversed,Mobile App,Shopping,Valid,November,2025
TXN72501,ACC22130,2025-02-20 23:42:00,POS,704.84,Debit,Successful,POS,Groceries,Valid,February,2025
TXN72502,ACC22787,2025-10-23 00:13:00,ATM,914.15,Credit,Successful,Mobile App,Travel,Valid,October,2025
TXN72503,ACC24167,2025-03-31 19:53:00,Cash Deposit,3640.03,Credit,Successful,ATM,Shopping,Valid,March,2025
TXN72504,ACC21577,2025-05-16 12:21:00,UPI,1418.22,Credit,Successful,POS,Education,Valid,May,2025
TXN72505,ACC24775,2025-04-15 18:14:00,UPI,1394.48,Debit,Successful,POS,Education,Valid,April,2025
TXN72506,ACC24802,2025-09-11 23:18:00,POS,8129.49,Credit,Successful,Internet Banking,Fuel,Valid,September,2025
TXN72507,ACC23172,2025-03-05 04:22:00,UPI,1705.42,Debit,Successful,ATM,Utilities,Valid,March,2025
TXN72508,ACC21507,2025-08-02 15:39:00,Bill Payment,3118.53,Debit,Successful,Mobile App,Education,Valid,August,2025
TXN72509,ACC22792,2025-11-10 03:31:00,Cash Withdrawal,872.19,Debit,Successful,Internet Banking,Utilities,Valid,November,2025
TXN72510,ACC25492,2025-11-10 19:55:00,Bill Payment,9010.84,Debit,Successful,Internet Banking,Education,Valid,November,2025
TXN72511,ACC24864,2025-02-21 02:28:00,Bill Payment,4883.14,Credit,Successful,POS,Dining,Valid,February,2025
TXN72512,ACC25443,2025-01-29 21:11:00,POS,433.28,Debit,Successful,POS,Groceries,Valid,January,2025
TXN72513,ACC20220,2025-11-02 09:22:00,UPI,642.64,Debit,Reversed,Mobile App,Dining,Valid,November,2025
TXN72514,ACC24209,2025-01-26 11:04:00,UPI,3033.01,Debit,Successful,Mobile App,Other,Valid,January,2025
TXN72515,ACC20181,2025-11-18 21:19:00,Bill Payment,1077.63,Credit,Pending,ATM,Healthcare,Valid,November,2025
TXN72516,ACC23627,2025-06-22 14:31:00,UPI,1509.07,Credit,Pending,Mobile App,Other,Valid,June,2025
TXN72517,ACC25495,2025-07-09 11:06:00,Bill Payment,4423.03,Debit,Successful,Internet Banking,Utilities,Valid,July,2025
TXN72518,ACC23937,2025-10-02 20:24:00,Cash Deposit,1835.69,Credit,Successful,Internet Banking,Groceries,Valid,October,2025
TXN72519,ACC20832,2025-03-07 02:04:00,ATM,639.97,Debit,Successful,Mobile App,Groceries,Valid,March,2025
TXN72520,ACC21357,2025-08-17 05:10:00,UPI,750.94,Debit,Successful,Internet Banking,Other,Valid,August,2025
TXN72521,ACC24255,2025-01-22 07:41:00,ATM,2531.23,Credit,Successful,Internet Banking,Utilities,Valid,January,2025
TXN72522,ACC21744,2025-12-28 22:24:00,UPI,808.76,Credit,Successful,Mobile App,Utilities,Valid,December,2025
TXN72523,ACC23249,2025-03-22 08:21:00,POS,2623.47,Debit,Successful,Mobile App,Dining,Valid,March,2025
TXN72524,ACC23345,2025-03-01 17:11:00,Cash Deposit,1062.45,Debit,Successful,ATM,Education,Valid,March,2025
TXN72525,ACC24900,2025-01-04 05:00:00,UPI,1400.83,Debit,Successful,Mobile App,Shopping,Valid,January,2025
TXN72526,ACC22839,2025-12-14 05:56:00,UPI,2672.91,Debit,Successful,Internet Banking,Fuel,Valid,December,2025
TXN72527,ACC25494,2025-03-04 00:28:00,UPI,3885.69,Credit,Successful,Mobile App,Education,Valid,March,2025
TXN72528,ACC21277,2025-12-31 05:41:00,Cash Deposit,687.23,Debit,Reversed,Internet Banking,Utilities,Valid,December,2025
TXN72529,ACC21674,2025-10-30 03:18:00,ATM,2579.65,Credit,Successful,Internet Banking,Dining,Valid,October,2025
